10.589	16.734	26.000	3.10300	0.44590
10.589	16.694	26.000	3.08100	0.45024
10.589	16.653	26.000	3.06000	0.45468
10.589	16.613	26.000	3.03900	0.45906
10.589	16.573	26.000	3.01700	0.46323
10.589	16.533	26.000	2.99700	0.46770
10.589	16.493	26.000	2.97600	0.47193
10.589	16.452	26.000	2.95600	0.47624
10.589	16.412	26.000	2.93600	0.48052
10.589	16.372	26.000	2.91700	0.48495
10.589	16.332	26.000	2.89700	0.48919
10.589	16.292	26.000	2.87800	0.49348
10.589	16.251	26.000	2.85900	0.49774
10.589	16.211	26.000	2.84000	0.50194
10.589	16.171	26.000	2.82200	0.50628
10.589	16.131	26.000	2.80400	0.51056
10.589	16.091	26.000	2.78500	0.51469
10.589	16.050	26.000	2.76800	0.51894
10.589	16.010	26.000	2.75000	0.52311
10.589	15.970	26.000	2.73200	0.52721
10.589	15.930	26.000	2.71500	0.53152
10.589	15.890	26.000	2.69800	0.53564
10.589	15.849	26.000	2.68100	0.53987
10.589	15.809	26.000	2.66400	0.54390
10.589	15.769	26.000	2.64800	0.54813
10.589	15.729	26.000	2.63100	0.55215
10.589	15.689	26.000	2.61500	0.55626
10.589	15.648	26.000	2.59900	0.56037
10.589	15.608	26.000	2.58300	0.56447
10.589	15.568	26.000	2.56700	0.56842
10.589	15.528	26.000	2.55200	0.57258
10.589	15.488	26.000	2.53600	0.57649
10.589	15.447	26.000	2.52100	0.58061
10.589	15.407	26.000	2.50600	0.58456
10.589	15.367	26.000	2.49000	0.58837
10.589	15.327	26.000	2.47600	0.59249
10.589	15.287	26.000	2.46100	0.59646
10.589	15.246	26.000	2.44600	0.60025
10.589	15.206	26.000	2.43100	0.60413
10.589	15.166	26.000	2.41700	0.60759
10.589	15.126	26.000	2.40300	0.61176
10.589	15.086	26.000	2.38800	0.61546
10.589	15.045	26.000	2.37400	0.61952
10.589	15.005	26.000	2.36000	0.62533
10.589	14.965	26.000	2.34600	0.64292
10.589	14.925	26.000	2.33200	0.63078
10.589	14.885	26.000	2.31900	0.63482
10.589	14.844	26.000	2.30500	0.63833
10.589	14.804	26.000	2.29200	0.64220
10.589	14.764	26.000	2.27800	0.64569
10.589	14.724	26.000	2.26500	0.64937
10.589	14.684	26.000	2.25200	0.65313
10.589	14.643	26.000	2.23800	0.65650
10.589	14.603	26.000	2.22500	0.66004
10.589	14.563	26.000	2.21200	0.66367
10.589	14.523	26.000	2.20000	0.66748
10.589	14.483	26.000	2.18700	0.67086
10.589	14.442	26.000	2.17400	0.67453
10.589	14.402	26.000	2.16100	0.67764
10.589	14.362	26.000	2.14900	0.68136
10.589	14.322	26.000	2.13600	0.68462
10.589	14.282	26.000	2.12400	0.68827
10.589	14.241	26.000	2.11100	0.69145
10.589	14.201	26.000	2.09900	0.69480
10.589	14.161	26.000	2.08700	0.69823
10.589	14.121	26.000	2.07500	0.70149
10.589	14.081	26.000	2.06300	0.70506
10.589	14.040	26.000	2.05100	0.70822
10.589	14.000	26.000	2.03900	0.71144
10.589	13.960	26.000	2.02700	0.71727
10.589	13.920	26.000	2.01500	0.73007
10.589	13.880	26.000	2.00300	0.73289
10.589	13.839	26.000	1.99200	0.72410
10.589	13.799	26.000	1.98000	0.72741
10.589	13.759	26.000	1.96800	0.73105
10.589	13.719	26.000	1.95700	0.73433
10.589	13.679	26.000	1.94500	0.73702
10.589	13.638	26.000	1.93400	0.74043
10.589	13.598	26.000	1.92200	0.74323
10.589	13.558	26.000	1.91100	0.74619
10.589	13.518	26.000	1.90000	0.74951
10.589	13.478	26.000	1.88900	0.75229
10.589	13.437	26.000	1.87700	0.75442
10.589	13.397	26.000	1.86600	0.75731
10.589	13.357	26.000	1.85500	0.76025
10.589	13.317	26.000	1.84400	0.76325
10.589	13.277	26.000	1.83300	0.76598
10.589	13.236	26.000	1.82200	0.76878
10.589	13.196	26.000	1.81100	0.77162
10.589	13.156	26.000	1.80000	0.77453
10.589	13.116	26.000	1.79000	0.77758
10.589	13.076	26.000	1.77900	0.78026
10.589	13.035	26.000	1.76800	0.78299
10.589	12.995	26.000	1.75700	0.78543
10.589	12.955	26.000	1.74700	0.78871
10.589	12.915	26.000	1.73600	0.79089
10.589	12.875	26.000	1.72500	0.79347
10.589	12.834	26.000	1.71500	0.79656
10.589	12.794	26.000	1.70400	0.79887
10.589	12.754	26.000	1.69400	0.80170
10.589	12.714	26.000	1.68300	0.80411
10.589	12.674	26.000	1.67300	0.80665
10.589	12.633	26.000	1.66200	0.80915
10.589	12.593	26.000	1.65200	0.81179
10.589	12.553	26.000	1.64200	0.81448
10.589	12.513	26.000	1.63100	0.81673
10.589	12.473	26.000	1.62100	0.81910
10.589	12.432	26.000	1.61100	0.82194
10.589	12.392	26.000	1.60100	0.82441
10.589	12.352	26.000	1.59100	0.82692
10.589	12.312	26.000	1.58000	0.82896
10.589	12.272	26.000	1.57000	0.83113
10.589	12.231	26.000	1.56000	0.83378
10.589	12.191	26.000	1.55000	0.83603
10.589	12.151	26.000	1.54000	0.83878
10.589	12.111	26.000	1.53000	0.84066
10.589	12.071	26.000	1.52000	0.84304
10.589	12.030	26.000	1.51000	0.84546
10.589	11.990	26.000	1.50000	0.84746
10.589	11.950	26.000	1.49000	0.84997
10.589	11.910	26.000	1.48000	0.85204
10.589	11.870	26.000	1.47100	0.85474
10.589	11.829	26.000	1.46100	0.85689
10.589	11.789	26.000	1.45100	0.85909
10.589	11.749	26.000	1.44100	0.86133
10.589	11.709	26.000	1.43100	0.86309
10.589	11.669	26.000	1.42200	0.86549
10.589	11.628	26.000	1.41200	0.86785
10.589	11.588	26.000	1.40200	0.86973
10.589	11.548	26.000	1.39200	0.87163
10.589	11.508	26.000	1.38300	0.87421
10.589	11.468	26.000	1.37300	0.87620
10.589	11.427	26.000	1.36400	0.87830
10.589	11.387	26.000	1.35400	0.88036
10.589	11.347	26.000	1.34400	0.88247
10.589	11.307	26.000	1.33500	0.88469
10.589	11.267	26.000	1.32500	0.88629
10.589	11.226	26.000	1.31600	0.88859
10.589	11.186	26.000	1.30600	0.89025
10.589	11.146	26.000	1.29700	0.89264
10.589	11.106	26.000	1.28700	0.89437
10.589	11.066	26.000	1.27800	0.89621
10.589	11.025	26.000	1.26900	0.89873
10.589	10.985	26.000	1.25900	0.90186
10.589	10.945	26.000	1.25000	0.90383
