9.999	15.014	33.992	0.96910	0.39815
9.999	14.353	33.992	0.95430	0.49318
9.999	13.691	33.992	0.91790	0.58169
9.999	13.029	33.992	0.86400	0.65954
9.999	12.367	33.992	0.79690	0.72710
9.999	11.706	33.992	0.72090	0.78435
9.999	11.044	33.992	0.63980	0.83296
9.999	10.382	33.992	0.55710	0.87429
9.999	9.720	33.992	0.47580	0.90993
9.999	9.058	33.992	0.39850	0.94164
9.999	8.397	33.992	0.32680	0.97060
9.999	7.735	33.992	0.26200	0.99772
9.999	7.073	33.992	0.20490	1.02399
9.999	6.411	33.992	0.15560	1.04993
9.999	5.750	33.992	0.11420	1.07634
9.999	5.088	33.992	0.08049	1.10381
9.999	4.426	33.992	0.05423	1.13262
9.999	3.764	33.992	0.03514	1.17329
9.999	3.103	33.992	0.01930	1.20550
9.999	2.441	33.992	0.00945	1.21734
9.999	1.779	33.992	0.00350	1.31196
9.999	1.117	33.992	0.00000	0.00000
