11.900	19.462	26.015	0.68630	0.12790
11.900	18.926	26.015	0.85340	0.19972
11.900	18.390	26.015	0.98400	0.27875
11.900	17.854	26.015	1.08200	0.36043
11.900	17.318	26.015	1.15100	0.44032
11.900	16.782	26.015	1.19400	0.51621
11.900	16.246	26.015	1.21400	0.58534
11.900	15.710	26.015	1.21300	0.64693
11.900	15.174	26.015	1.19400	0.70070
11.900	14.638	26.015	1.16000	0.74790
11.900	14.102	26.015	1.11300	0.79048
11.900	13.566	26.015	1.05600	0.82436
11.900	13.030	26.015	0.99130	0.85531
11.900	12.494	26.015	0.92100	0.88218
11.900	11.958	26.015	0.84720	0.90687
11.900	11.422	26.015	0.77170	0.92954
11.900	10.886	26.015	0.69600	0.95056
11.900	10.350	26.015	0.62160	0.96898
11.900	9.814	26.015	0.54960	0.98760
11.900	9.278	26.015	0.48080	1.00544
11.900	8.742	26.015	0.41590	1.02312
11.900	8.206	26.015	0.35550	1.04161
11.900	7.670	26.015	0.29970	1.05901
11.900	7.134	26.015	0.24900	1.07746
11.900	6.598	26.015	0.20330	1.09596
11.900	6.062	26.015	0.16270	1.11591
11.900	5.526	26.015	0.12710	1.13584
11.900	4.990	26.015	0.09667	1.15620
11.900	4.454	26.015	0.07148	1.17798
11.900	3.917	26.015	0.05179	1.20751
11.900	3.381	26.015	0.03475	1.24107
11.900	2.845	26.015	0.02290	1.28869
11.900	2.309	26.015	0.01336	1.32277
11.900	1.773	26.015	0.00495	1.36271
11.900	1.237	26.015	0.00018	0.38865
